19621001    -0.03713     -0.0128     -0.0135     -0.0139
19621002     0.02938      0.0104      0.0062      0.0110
19621003    -0.00535      0.0015      0.0017      0.0011
19621004     0.02654      0.0079      0.0034      0.0096
19621005     0.00699      0.0061      0.0045      0.0065
19621008    -0.00139      0.0002      0.0016      0.0000
19621009     0.01807      0.0031      0.0011      0.0023
19621010    -0.01945      0.0000      0.0001      0.0007
19621011    -0.00870     -0.0028     -0.0021     -0.0033
19621012    -0.00211     -0.0017     -0.0014     -0.0018
19621015     0.03308      0.0047     -0.0003      0.0056
19621016    -0.02589     -0.0031     -0.0036     -0.0033
19621017     0.01119     -0.0044     -0.0076     -0.0033
19621018    -0.01763     -0.0093     -0.0103     -0.0097
19621019    -0.01971     -0.0132     -0.0130     -0.0133
19621022    -0.01472     -0.0117     -0.0165     -0.0113
19621023    -0.03790     -0.0264     -0.0263     -0.0267
19621024     0.03030      0.0281      0.0098      0.0322
19621025    -0.00441     -0.0073      0.0026     -0.0094
19621026    -0.02068     -0.0028     -0.0047     -0.0027
19621029     0.03922      0.0220      0.0228      0.0216
19621030     0.02104      0.0147      0.0115      0.0147
19621031    -0.01635      0.0002      0.0015     -0.0004
19621101     0.01734      0.0099      0.0067      0.0106
19621102     0.01491      0.0106      0.0093      0.0110
19621105     0.01400      0.0105      0.0105      0.0104
19621107    -0.00069      0.0072      0.0073      0.0062
19621108    -0.01661     -0.0058     -0.0030     -0.0066
19621109     0.01689      0.0099      0.0112      0.0079
19621112     0.03391      0.0138      0.0173      0.0138
19621113    -0.01807     -0.0019     -0.0003     -0.0022
19621114     0.02113      0.0120      0.0120      0.0118
19621115    -0.00534     -0.0024     -0.0003     -0.0032
19621116     0.01611      0.0029      0.0044      0.0032
19621119    -0.01717     -0.0046     -0.0026     -0.0057
19621120     0.01176      0.0099      0.0062      0.0105
19621121     0.00232      0.0072      0.0065      0.0060
19621123     0.02850      0.0118      0.0105      0.0120
19621126     0.00193     -0.0028     -0.0028     -0.0029
19621127     0.01543      0.0073      0.0080      0.0060
19621128     0.00697      0.0075      0.0103      0.0063
19621129     0.00881      0.0045      0.0059      0.0047
19621130    -0.00623     -0.0020      0.0026     -0.0024
19621203    -0.01757     -0.0040     -0.0048     -0.0051
19621204     0.02235      0.0107      0.0094      0.0113
19621205    -0.00375      0.0042      0.0029      0.0040
19621206    -0.00063      0.0007     -0.0015      0.0006
19621207    -0.00251      0.0019     -0.0026      0.0021
19621210    -0.02138     -0.0129     -0.0144     -0.0125
19621211    -0.00386      0.0005     -0.0018      0.0008
19621212     0.01613      0.0046      0.0033      0.0050
19621213    -0.01460     -0.0034     -0.0036     -0.0034
19621214     0.00387      0.0021     -0.0003      0.0024
19621217    -0.01155     -0.0036     -0.0070     -0.0032
19621218    -0.00714     -0.0048     -0.0068     -0.0048
19621219     0.02583      0.0076      0.0013      0.0082
19621220     0.00000      0.0033      0.0020      0.0038
19621221    -0.01753     -0.0021     -0.0024     -0.0029
19621224     0.02271     -0.0006     -0.0005     -0.0002
19621226    -0.00063      0.0062      0.0038      0.0062
19621227    -0.00698     -0.0014     -0.0026     -0.0014
19621228     0.00384      0.0006      0.0005      0.0005
19621231    -0.00637      0.0024      0.0031      0.0022
19630102    -0.01346     -0.0050      0.0091     -0.0065
19630103     0.03054      0.0165      0.0213      0.0164
19630104     0.00126      0.0069      0.0139      0.0064
19630107    -0.00819      0.0009      0.0053     -0.0002
19630108     0.02476      0.0090      0.0092      0.0097
19630109     0.00062     -0.0015      0.0015     -0.0023
19630110     0.00681      0.0020      0.0038      0.0019
19630111     0.00308      0.0026      0.0042      0.0022
19630114     0.01594      0.0057      0.0058      0.0054
19630115     0.00181     -0.0009     -0.0002     -0.0014
19630116    -0.01566     -0.0068     -0.0050     -0.0068
19630117     0.01285      0.0066      0.0049      0.0071
19630118    -0.00302      0.0005      0.0022      0.0008
19630121     0.00364      0.0015      0.0013      0.0015
19630122     0.00181      0.0028      0.0049      0.0025
19630123    -0.00121      0.0023      0.0025      0.0028
19630124     0.00422      0.0017      0.0041      0.0020
19630125     0.00601      0.0025      0.0013      0.0026
19630128     0.01434      0.0039      0.0023      0.0049
19630129    -0.00648      0.0004     -0.0006     -0.0002
19630130    -0.00533     -0.0054     -0.0046     -0.0057
19630131     0.01013      0.0046      0.0046      0.0053
19630201     0.00000      0.0019      0.0026      0.0017
19630204    -0.00826     -0.0020     -0.0018     -0.0021
19630205     0.00416     -0.0007     -0.0019     -0.0009
19630206    -0.00653      0.0047      0.0031      0.0044
19630207     0.00179     -0.0030     -0.0009     -0.0035
19630208     0.00239      0.0005      0.0010      0.0000
19630211    -0.00536     -0.0048     -0.0028     -0.0062
19630212     0.00180      0.0003     -0.0003      0.0011
19630213    -0.00239      0.0048      0.0056      0.0049
19630214     0.00060      0.0032      0.0038      0.0030
19630215     0.00239      0.0014      0.0016      0.0009
19630218    -0.00209      0.0017      0.0003      0.0017
19630219    -0.00808     -0.0041     -0.0046     -0.0048
19630220    -0.00844     -0.0050     -0.0029     -0.0056
19630221    -0.00182      0.0012      0.0024      0.0014
19630225    -0.01523     -0.0059     -0.0041     -0.0070
19630226     0.00681      0.0010      0.0013      0.0002
19630227    -0.00369     -0.0063     -0.0041     -0.0070
19630228    -0.01357     -0.0110     -0.0096     -0.0111
19630301    -0.00625     -0.0032     -0.0035     -0.0030
19630304     0.01573      0.0091      0.0076      0.0097
19630305    -0.00434     -0.0000     -0.0016      0.0003
19630306     0.00778      0.0018     -0.0007      0.0017
19630307     0.00957      0.0058      0.0045      0.0063
19630308    -0.00061      0.0012      0.0016      0.0011
19630311    -0.00061      0.0022      0.0011      0.0028
19630312    -0.00061      0.0025      0.0002      0.0024
19630313     0.00184      0.0032      0.0018      0.0037
19630314     0.00306     -0.0043     -0.0023     -0.0047
19630315     0.00793      0.0040      0.0013      0.0050
19630318    -0.00907     -0.0042     -0.0048     -0.0049
19630319     0.00122     -0.0022     -0.0038     -0.0021
19630320     0.00976      0.0072      0.0055      0.0073
19630321    -0.00664     -0.0011      0.0005     -0.0015
19630322     0.00729      0.0045      0.0034      0.0052
19630325    -0.00181      0.0005     -0.0017      0.0003
19630326     0.00665      0.0026      0.0020      0.0029
19630327     0.01141      0.0041      0.0036      0.0042
19630328    -0.00059     -0.0011      0.0004     -0.0015
19630329     0.00059      0.0001      0.0011     -0.0002
19630401     0.00000      0.0037      0.0026      0.0042
19630402    -0.00831     -0.0002     -0.0011     -0.0001
19630403     0.01138      0.0071      0.0036      0.0078
19630404     0.01806      0.0062      0.0040      0.0073
19630405     0.02821      0.0058      0.0028      0.0063
19630408     0.01612      0.0035      0.0041      0.0035
19630409    -0.00974     -0.0006      0.0004     -0.0010
19630410    -0.00534     -0.0024     -0.0023     -0.0023
19630411     0.00876      0.0066      0.0054      0.0070
19630415    -0.00056      0.0039      0.0010      0.0047
19630416    -0.00729      0.0009     -0.0000      0.0007
19630417    -0.00508     -0.0021     -0.0005     -0.0032
19630418     0.00000      0.0010      0.0013     -0.0004
19630419     0.02157      0.0048      0.0034      0.0049
19630422     0.01556      0.0006      0.0009      0.0010
19630423     0.00875      0.0036      0.0011      0.0033
19630424     0.00325      0.0027      0.0017      0.0027
19630425     0.00351      0.0007      0.0008      0.0006
19630426     0.01266     -0.0005      0.0018     -0.0009
19630429    -0.00319     -0.0008     -0.0017     -0.0007
19630430    -0.01014      0.0022      0.0016      0.0022
19630501     0.00270      0.0026      0.0010      0.0024
19630502     0.00806      0.0027      0.0029      0.0029
19630503    -0.00693     -0.0014      0.0008     -0.0020
19630506    -0.01557     -0.0062     -0.0033     -0.0071
19630507     0.00655     -0.0001      0.0004     -0.0013
19630508     0.02118      0.0078      0.0051      0.0082
19630509     0.00106      0.0044      0.0038      0.0049
19630510     0.00956      0.0031      0.0042      0.0024
19630513    -0.00789      0.0004      0.0019     -0.0006
19630514    -0.00159     -0.0026      0.0018     -0.0038
19630515     0.00319      0.0025      0.0033      0.0031
19630516    -0.00424     -0.0021     -0.0009     -0.0026
19630517    -0.00638      0.0010      0.0024      0.0006
19630520    -0.00910     -0.0038     -0.0009     -0.0047
19630521     0.00918      0.0022      0.0027      0.0026
19630522    -0.00214      0.0005      0.0020      0.0000
19630523    -0.00322     -0.0007      0.0005     -0.0006
19630524    -0.00323     -0.0011     -0.0002     -0.0011
19630527    -0.01080     -0.0010     -0.0025     -0.0021
19630528     0.00437      0.0018      0.0016      0.0020
19630529     0.02174      0.0044      0.0042      0.0046
19630531     0.01543      0.0056      0.0042      0.0067
19630603    -0.00838     -0.0006     -0.0005     -0.0016
19630604     0.00158      0.0001      0.0008      0.0001
19630605    -0.00844     -0.0023     -0.0008     -0.0024
19630606     0.00000      0.0002      0.0014      0.0007
19630607    -0.00372     -0.0018     -0.0003     -0.0024
19630610    -0.01281     -0.0055     -0.0039     -0.0067
19630611     0.00595      0.0011      0.0018      0.0013
19630612     0.00699      0.0048      0.0039      0.0054
19630613    -0.01014     -0.0024      0.0004     -0.0026
19630614    -0.00054      0.0006      0.0004      0.0003
19630617    -0.00863     -0.0039     -0.0014     -0.0044
19630618    -0.00163      0.0013      0.0013      0.0011
19630619    -0.00327      0.0010      0.0013      0.0010
19630620    -0.00492     -0.0011     -0.0019     -0.0011
19630621     0.00165      0.0033      0.0054      0.0034
19630624    -0.01427     -0.0008     -0.0004     -0.0007
19630625    -0.00501     -0.0022     -0.0027     -0.0023
19630626    -0.01791     -0.0090     -0.0089     -0.0090
19630627    -0.01026     -0.0048     -0.0054     -0.0049
19630628     0.00461      0.0041      0.0030      0.0043
19630701    -0.02235     -0.0065     -0.0047     -0.0074
19630702     0.02814      0.0080      0.0051      0.0087
19630703     0.00741      0.0064      0.0054      0.0069
19630705     0.00736      0.0041      0.0036      0.0040
19630708    -0.02022     -0.0061     -0.0045     -0.0068
19630709     0.01118      0.0046      0.0045      0.0043
19630710    -0.00879     -0.0016      0.0002     -0.0021
19630711    -0.00686     -0.0015     -0.0002     -0.0019
19630712    -0.00576     -0.0011      0.0004     -0.0017
19630715     0.00232     -0.0060     -0.0043     -0.0063
19630716     0.00636     -0.0007     -0.0006     -0.0009
19630717    -0.00517     -0.0032     -0.0029     -0.0030
19630718    -0.00808     -0.0057     -0.0054     -0.0064
19630719    -0.00058     -0.0025     -0.0032     -0.0020
19630722    -0.00291     -0.0064     -0.0067     -0.0066
19630723    -0.00292      0.0002     -0.0007      0.0001
19630724     0.00410      0.0046      0.0035      0.0054
19630725     0.00117     -0.0003      0.0012     -0.0003
19630726     0.00583      0.0036      0.0021      0.0041
19630729     0.00348      0.0011      0.0000      0.0019
19630730     0.02309      0.0084      0.0049      0.0083
19630731    -0.01919     -0.0012     -0.0007     -0.0016
19630801     0.00115     -0.0007     -0.0021     -0.0009
19630802    -0.00690      0.0030      0.0024      0.0033
19630805     0.01331      0.0057      0.0024      0.0059
19630806     0.01142      0.0061      0.0021      0.0066
19630807    -0.01047     -0.0017      0.0001     -0.0030
19630808     0.00429      0.0014     -0.0001      0.0009
19630809     0.01025      0.0060      0.0052      0.0066
19630812     0.00451      0.0026      0.0025      0.0016
19630813     0.01964      0.0027      0.0006      0.0028
19630814     0.00605      0.0032      0.0019      0.0040
19630815    -0.00656      0.0044      0.0037      0.0044
19630816    -0.00330      0.0017      0.0019      0.0015
19630819    -0.00110     -0.0003     -0.0006     -0.0007
19630820    -0.01217     -0.0005     -0.0004     -0.0008
19630821     0.00504     -0.0010      0.0017     -0.0013
19630822     0.00836      0.0039      0.0044      0.0035
19630823    -0.00884      0.0035      0.0038      0.0031
19630826     0.00334      0.0019      0.0020      0.0021
19630827    -0.01778     -0.0041     -0.0026     -0.0054
19630828     0.00339      0.0077      0.0084      0.0073
19630829    -0.00225      0.0019      0.0027      0.0017
19630830     0.00508      0.0044      0.0052      0.0047
19630903     0.00618      0.0024      0.0038      0.0022
19630904     0.00112      0.0002      0.0002     -0.0003
19630905     0.00558      0.0049      0.0031      0.0050
19630906     0.01776     -0.0025     -0.0023     -0.0022
19630909    -0.00436     -0.0034     -0.0045     -0.0036
19630910     0.00329      0.0053      0.0040      0.0056
19630911    -0.00218      0.0026      0.0010      0.0029
19630912    -0.00109     -0.0008     -0.0007     -0.0007
19630913    -0.00219      0.0004      0.0037      0.0003
19630916    -0.00110     -0.0013      0.0000     -0.0014
19630917     0.00027      0.0004      0.0006      0.0007
19630918    -0.01126     -0.0040     -0.0023     -0.0044
19630919     0.00944      0.0054      0.0035      0.0058
19630920     0.00495      0.0007      0.0001      0.0011
19630923    -0.00438     -0.0048     -0.0045     -0.0046
19630924     0.01760      0.0036      0.0000      0.0047
19630925    -0.00973     -0.0055     -0.0064     -0.0056
19630926    -0.01692     -0.0079     -0.0044     -0.0085
19630927    -0.00389     -0.0017      0.0009     -0.0019
19630930     0.00780     -0.0058     -0.0026     -0.0060
19631001    -0.00498      0.0064      0.0033      0.0073
19631002    -0.00111      0.0011      0.0001      0.0011
19631003     0.01725      0.0068      0.0064      0.0073
19631004     0.00985      0.0002      0.0005      0.0003
19631007     0.01733     -0.0021     -0.0009     -0.0021
19631008    -0.01491     -0.0012      0.0008     -0.0014
19631009     0.00000     -0.0059     -0.0041     -0.0058
19631010     0.00649      0.0010      0.0001      0.0003
19631011     0.00752      0.0015      0.0053      0.0010
19631014     0.01493      0.0006     -0.0002      0.0004
19631015     0.00420      0.0017      0.0014      0.0014
19631016     0.02563      0.0089      0.0051      0.0079
19631017     0.00408      0.0015      0.0029      0.0040
19631018     0.00508      0.0010      0.0025      0.0008
19631021    -0.00152      0.0004     -0.0008      0.0008
19631022    -0.01619     -0.0052     -0.0041     -0.0057
19631023    -0.00617      0.0004      0.0001      0.0005
19631024     0.00414      0.0036      0.0030      0.0038
19631025     0.01753      0.0083      0.0021      0.0100
19631028     0.00760      0.0041     -0.0027      0.0064
19631029    -0.01207     -0.0002     -0.0017     -0.0003
19631030    -0.01425     -0.0076     -0.0039     -0.0089
19631031     0.02013      0.0022      0.0011      0.0028
19631101    -0.01113     -0.0014      0.0008     -0.0024
19631104    -0.00665     -0.0042     -0.0040     -0.0051
19631106    -0.00826     -0.0075     -0.0064     -0.0087
19631107     0.00313      0.0035      0.0033      0.0034
19631108     0.00623      0.0055      0.0053      0.0041
19631111     0.00516      0.0022      0.0035      0.0022
19631112     0.00205     -0.0035     -0.0016     -0.0039
19631113     0.00307      0.0007     -0.0001      0.0008
19631114    -0.00511     -0.0039     -0.0002     -0.0046
19631115    -0.00411     -0.0073     -0.0036     -0.0082
19631118    -0.00928     -0.0072     -0.0060     -0.0072
19631119    -0.01717      0.0011     -0.0008      0.0010
19631120    -0.00053      0.0075     -0.0024      0.0092
19631121    -0.01695     -0.0122     -0.0116     -0.0130
19631122     0.00269     -0.0285     -0.0295     -0.0281
19631126     0.01290      0.0390      0.0269      0.0398
19631127     0.01432     -0.0014      0.0024     -0.0018
19631129     0.01517      0.0136      0.0151      0.0136
19631202     0.01391      0.0054      0.0009      0.0059
19631203    -0.00508     -0.0004     -0.0020     -0.0005
19631204    -0.01328      0.0027      0.0034      0.0024
19631205     0.00932      0.0059      0.0005      0.0065
19631206    -0.00615     -0.0031     -0.0010     -0.0038
19631209    -0.00103     -0.0009     -0.0030     -0.0005
19631210    -0.00620      0.0007     -0.0012      0.0004
19631211    -0.00208     -0.0011     -0.0013     -0.0012
19631212    -0.00990     -0.0000     -0.0014      0.0001
19631213     0.00000      0.0017      0.0010      0.0020
19631216     0.00158      0.0026     -0.0014      0.0032
19631217     0.01576      0.0045     -0.0006      0.0059
19631218     0.00000     -0.0016     -0.0023     -0.0015
19631219    -0.00103     -0.0033     -0.0032     -0.0031
19631220     0.00104     -0.0017     -0.0030     -0.0016
19631223    -0.00103     -0.0058     -0.0040     -0.0063
19631224     0.00311      0.0024      0.0030      0.0022
19631226     0.01238      0.0050      0.0066      0.0047
19631227     0.00612      0.0019      0.0031      0.0016
19631230     0.01114      0.0009     -0.0032      0.0016
19631231     0.01603      0.0058      0.0102      0.0062
19640102     0.01972      0.0061      0.0151      0.0055
19640103    -0.01354      0.0019      0.0055      0.0009
19640106     0.00294      0.0026      0.0050      0.0023
19640107    -0.00684      0.0006      0.0031      0.0003
19640108     0.00984      0.0034      0.0047      0.0041
19640109     0.03021      0.0032      0.0019      0.0037
19640110     0.00851     -0.0001      0.0013     -0.0005
19640113     0.00563     -0.0006     -0.0000     -0.0003
19640114    -0.00187      0.0017     -0.0003      0.0018
19640115     0.04860      0.0027      0.0003      0.0037
19640116    -0.01961     -0.0008      0.0006     -0.0012
19640117     0.00545      0.0002      0.0014      0.0001
19640120    -0.00181     -0.0023     -0.0021     -0.0020
19640121    -0.01812      0.0024     -0.0005      0.0027
19640122     0.00923      0.0050      0.0030      0.0054
19640123     0.00457      0.0012      0.0013      0.0008
19640124    -0.00637      0.0006      0.0027      0.0003
19640127    -0.01099     -0.0012     -0.0021     -0.0004
19640128    -0.01111     -0.0002     -0.0017      0.0003
19640129    -0.01873     -0.0056     -0.0032     -0.0061
19640130     0.00954      0.0004      0.0000      0.0009
19640131     0.02457      0.0040      0.0017      0.0044
19640203    -0.00185     -0.0001      0.0010     -0.0009
19640204    -0.00046     -0.0012     -0.0026     -0.0012
19640205    -0.00649     -0.0007      0.0008     -0.0017
19640206     0.00000      0.0025      0.0016      0.0023
19640207     0.00187      0.0038      0.0042      0.0032
19640210     0.00559     -0.0013     -0.0006     -0.0017
19640211     0.00370      0.0034      0.0026      0.0036
19640212     0.00738      0.0031      0.0035      0.0031
19640213     0.01465      0.0009      0.0007     -0.0006
19640214     0.00271     -0.0003      0.0014     -0.0005
19640217    -0.00450      0.0003      0.0020     -0.0003
19640218     0.00181      0.0002     -0.0007      0.0001
19640219     0.00000      0.0013      0.0009      0.0010
19640220     0.00271      0.0010      0.0030      0.0009
19640224     0.00225      0.0012      0.0028      0.0008
19640225     0.02380      0.0005      0.0006      0.0000
19640226     0.00965      0.0029      0.0045      0.0024
19640227    -0.01564     -0.0028     -0.0002     -0.0032
19640228     0.00441      0.0022      0.0035      0.0023
19640302    -0.00791      0.0025      0.0039      0.0022
19640303    -0.00089      0.0025     -0.0008      0.0032
19640304    -0.01064     -0.0018     -0.0003     -0.0019
19640305     0.00806      0.0002      0.0013     -0.0001
19640306     0.00978      0.0033      0.0048      0.0032
19640309     0.00000      0.0002      0.0010      0.0003
19640310     0.00088      0.0028      0.0006      0.0033
19640311     0.01187      0.0041      0.0025      0.0046
19640312     0.01695      0.0019      0.0012      0.0016
19640313     0.00598      0.0012      0.0029      0.0008
19640316    -0.00680      0.0006      0.0010      0.0000
19640317    -0.00171      0.0020      0.0018      0.0023
19640318    -0.00643      0.0011      0.0012      0.0008
19640319    -0.00431     -0.0007      0.0001     -0.0010
19640320    -0.00476     -0.0040     -0.0007     -0.0048
19640323     0.00957      0.0004      0.0021      0.0001
19640324     0.00345     -0.0016     -0.0002     -0.0018
19640325     0.00773      0.0026      0.0035      0.0023
19640326     0.00341      0.0027      0.0037      0.0028
19640330     0.00085     -0.0008      0.0004     -0.0006
19640331     0.00891     -0.0015     -0.0006     -0.0020
19640401     0.00168      0.0036      0.0048      0.0033
19640402     0.00462      0.0059      0.0050      0.0058
19640403     0.00084      0.0024      0.0031      0.0030
19640406    -0.00251      0.0009      0.0047      0.0010
19640407    -0.01466     -0.0032     -0.0020     -0.0035
19640408    -0.00637      0.0003      0.0026      0.0001
19640409     0.00128      0.0002      0.0007     -0.0006
19640410     0.01965      0.0019      0.0032      0.0019
19640413    -0.01089     -0.0006     -0.0004     -0.0010
19640414    -0.00720      0.0019     -0.0001      0.0028
19640415    -0.00341      0.0012      0.0008      0.0013
19640416    -0.00300      0.0011      0.0015      0.0014
19640417     0.00558      0.0039      0.0029      0.0044
19640420    -0.00598     -0.0006     -0.0016     -0.0006
19640421     0.01375      0.0004     -0.0006      0.0005
19640422     0.00678     -0.0003     -0.0010     -0.0006
19640423    -0.01684     -0.0016     -0.0010     -0.0014
19640424    -0.00171     -0.0076     -0.0070     -0.0078
19640427    -0.00343     -0.0052     -0.0054     -0.0050
19640428     0.00430      0.0064      0.0045      0.0069
19640429    -0.01200     -0.0039     -0.0055     -0.0025
19640430    -0.01084     -0.0023     -0.0040     -0.0030
19640501     0.01622      0.0078      0.0055      0.0089
19640504     0.00777      0.0046      0.0044      0.0037
19640505     0.00128      0.0045      0.0006      0.0051
19640506    -0.00128      0.0027      0.0002      0.0022
19640507    -0.00128      0.0011      0.0027      0.0011
19640508     0.00214     -0.0016     -0.0007     -0.0018
19640511    -0.00086     -0.0001     -0.0005     -0.0012
19640512     0.00428      0.0033      0.0007      0.0032
19640513     0.00128     -0.0022     -0.0019     -0.0023
19640514    -0.00468     -0.0009      0.0015     -0.0014
19640515     0.00513      0.0016      0.0007      0.0019
19640518     0.00638     -0.0032     -0.0022     -0.0036
19640519     0.01057     -0.0043     -0.0026     -0.0052
19640520     0.01517      0.0043      0.0028      0.0045
19640521     0.00773      0.0009      0.0004      0.0005
19640522     0.00409      0.0007      0.0012      0.0004
19640525    -0.01273     -0.0010     -0.0004     -0.0021
19640526    -0.00310     -0.0016     -0.0014     -0.0021
19640527    -0.01141     -0.0012     -0.0021     -0.0016
19640528     0.00735      0.0016      0.0018      0.0014
19640601    -0.01406     -0.0032     -0.0025     -0.0032
19640602     0.00475     -0.0051     -0.0053     -0.0051
19640603    -0.01157     -0.0026     -0.0024     -0.0026
19640604    -0.01755     -0.0100     -0.0085     -0.0103
19640605     0.00487      0.0041      0.0024      0.0044
19640608    -0.00647     -0.0046     -0.0041     -0.0048
19640609     0.01952      0.0057      0.0033      0.0064
19640610    -0.00638      0.0038      0.0034      0.0038
19640611     0.00428      0.0030      0.0020      0.0037
19640612     0.00746     -0.0020      0.0004     -0.0016
19640615     0.00741      0.0046      0.0033      0.0046
19640616     0.00683      0.0052      0.0041      0.0054
19640617     0.00574      0.0052      0.0046      0.0051
19640618    -0.00934      0.0002      0.0009     -0.0002
19640619     0.00419      0.0012      0.0016      0.0012
19640622     0.00261      0.0026      0.0020      0.0027
19640623    -0.00416     -0.0035     -0.0013     -0.0042
19640624     0.00522      0.0035      0.0029      0.0036
19640625    -0.00052      0.0019      0.0026      0.0019
19640626    -0.00624      0.0028      0.0036      0.0031
19640629    -0.00157      0.0018      0.0016      0.0022
19640630    -0.00052      0.0005     -0.0001      0.0006
19640701     0.00839      0.0062      0.0047      0.0071
19640702     0.00624      0.0040      0.0045      0.0040
19640706     0.00826      0.0043      0.0024      0.0046
19640707     0.00615      0.0016      0.0017      0.0017
19640708    -0.00407      0.0003      0.0013      0.0000
19640709    -0.00256      0.0014      0.0035      0.0012
19640710    -0.01076      0.0021      0.0024      0.0017
19640713    -0.00207     -0.0005     -0.0000     -0.0006
19640714    -0.01973     -0.0026      0.0002     -0.0030
19640715     0.01059      0.0037      0.0032      0.0034
19640716     0.00419      0.0032      0.0017      0.0036
19640717     0.00000      0.0045      0.0039      0.0044
19640720    -0.01044     -0.0028     -0.0009     -0.0032
19640721    -0.00369     -0.0017     -0.0007     -0.0024
19640722    -0.00159      0.0003      0.0016     -0.0002
19640723    -0.00318     -0.0001      0.0015     -0.0005
19640724    -0.01330     -0.0002      0.0012     -0.0002
19640727    -0.00485     -0.0047     -0.0035     -0.0046
19640728    -0.00217     -0.0023     -0.0007     -0.0028
19640729     0.00896      0.0013      0.0019      0.0008
19640730    -0.00673      0.0014      0.0023      0.0021
19640731     0.00108      0.0008      0.0012      0.0011
19640803    -0.00487     -0.0023     -0.0030     -0.0022
19640804    -0.03100     -0.0110     -0.0089     -0.0125
19640805     0.01519      0.0017     -0.0011      0.0016
19640806    -0.01386     -0.0084     -0.0040     -0.0091
19640807     0.00956      0.0057      0.0040      0.0064
19640810     0.00000      0.0004      0.0004     -0.0010
19640811    -0.00780      0.0000      0.0017     -0.0002
19640812     0.00673      0.0051      0.0055      0.0050
19640813     0.00892      0.0029      0.0037      0.0029
19640814    -0.01215     -0.0009      0.0014     -0.0007
19640817     0.00112      0.0000     -0.0010      0.0001
19640818     0.00056      0.0007      0.0004      0.0005
19640819    -0.00949     -0.0008     -0.0002     -0.0010
19640820    -0.02142     -0.0042     -0.0026     -0.0046
19640821     0.01152      0.0018      0.0029      0.0016
19640824    -0.00883     -0.0019     -0.0005     -0.0019
19640825    -0.01523     -0.0048     -0.0040     -0.0057
19640826    -0.00175     -0.0015     -0.0024     -0.0015
19640827     0.00526      0.0050      0.0028      0.0047
19640828     0.01802      0.0032      0.0026      0.0035
19640831     0.00628     -0.0018     -0.0005     -0.0020
